year_month,postal_code,customer_class,total_gallons
201709,78747,Residential,31678700
201802,78739,Irrigation - Multi-Family,0
201805,78722,Irrigation - Multi-Family,108900
201401,78617,Residential,21523600
201707,78703,Residential,74124900
201608,78731,Residential,95100500
201805,78737,Irrigation - Residential,7600
201802,78725,Irrigation - Residential,0
201403,78750,Irrigation - Multi-Family,238400
201709,78722,Multi-Family,3802200
201310,78752,Residential,12432000
201211,78746,Multi-Family,14429600
201710,78704,Irrigation - Residential,227500
201612,78705,Multi-Family,35589300
201504,78748,Multi-Family,17846700
201804,78705,Irrigation - Residential,34200
201509,78752,Residential,15314100
201502,78758,Irrigation - Multi-Family,794500
201710,78723,Residential,32711100
201202,78731,Multi-Family,15865500
201307,78747,Residential,36088000
201602,78758,Irrigation - Multi-Family,1700500
201702,78653,Residential,1415500
201804,78660,Irrigation - Multi-Family,1259300
201406,78754,Irrigation - Multi-Family,2271500
201301,78744,Residential,52458900
201308,78752,Multi-Family,19411400
201803,78744,Residential,40669300
201302,78752,Residential,11828100
201512,78702,Multi-Family,10372300
201712,78736,Irrigation - Multi-Family,725400
201405,78751,Irrigation - Multi-Family,727000
201711,78613,Multi-Family,3127200
201312,78730,Irrigation - Multi-Family,461200
201307,78703,Irrigation - Multi-Family,675000
201712,78758,Irrigation - Multi-Family,2974000
201303,78712,Residential,0
201807,78613,Irrigation - Multi-Family,1760500
201603,78758,Irrigation - Multi-Family,2644800
201707,78757,Multi-Family,15378600
201507,78757,Residential,33770700
201309,78731,Multi-Family,18904400
201401,78758,Multi-Family,50816100
201311,78703,Multi-Family,11841300
201601,78759,Irrigation - Multi-Family,743900
201301,78759,Multi-Family,38122600
201505,78617,Residential,17842600
201610,78757,Irrigation - Multi-Family,886000
201412,78617,Residential,19048500
201609,78617,Multi-Family,4646700
201409,78754,Irrigation - Multi-Family,2573200
201310,78737,Residential,7262200
201806,78660,Multi-Family,5871900
201706,78701,Multi-Family,15726500
201701,78653,Residential,1528000
201409,78705,Multi-Family,36962900
201712,78729,Residential,18435100
201609,78729,Residential,24598200
201806,78749,Residential,81073900
201606,78735,Residential,16350200
201407,78754,Irrigation - Multi-Family,2495300
201801,78703,Multi-Family,12583800
201707,78721,Residential,15470800
201806,78732,Residential,16600
201807,78722,Multi-Family,2781700
201807,78754,Residential,28453400
201408,78750,Multi-Family,15026500
201703,78746,Multi-Family,13711200
201806,78746,Multi-Family,12062900
201403,78617,Residential,17802200
201805,78747,Irrigation - Residential,21000
201809,78737,Residential,12034700
201610,78758,Irrigation - Multi-Family,5198900
201501,78701,Multi-Family,14991100
201708,78750,Multi-Family,16578500
201312,78747,Residential,19145700
201304,78660,Residential,7544900
201208,78754,Residential,34295900
201203,78703,Multi-Family,12261300
201204,78703,Multi-Family,11657200
201712,78747,Irrigation - Multi-Family,947700
201312,78749,Multi-Family,16292500
201805,78702,Residential,24566900
201703,78750,Multi-Family,13666900
201502,78704,Residential,32868300
201703,78660,Residential,7988400
201601,78754,Irrigation - Multi-Family,1988500
201803,78730,Irrigation - Multi-Family,331800
201607,78744,Multi-Family,28739500
201710,78750,Irrigation - Multi-Family,1683800
201807,78729,Irrigation - Residential,8700
201504,78759,Multi-Family,34718400
201806,78702,Residential,28720200
201706,78735,Residential,21389400
201205,78703,Irrigation - Multi-Family,542100
201807,78703,Multi-Family,13183700
201712,78721,Irrigation - Residential,6000
201310,78746,Multi-Family,14594100
201310,78753,Irrigation - Multi-Family,4295400
201203,78753,Multi-Family,47928000
201607,78745,Multi-Family,32876800
201406,78752,Irrigation - Multi-Family,159400
201304,78745,Residential,73774900
201701,78729,Residential,18794700
201403,78705,Multi-Family,35739500
201512,78724,Residential,19506300
201509,78748,Residential,104712700
201201,78748,Residential,62599700
201805,78748,Irrigation - Residential,17000
201403,78749,Multi-Family,15322300
201801,78727,Irrigation - Residential,13400
201706,78756,Residential,11922900
201202,78730,Irrigation - Multi-Family,542500
201305,78750,Residential,60400300
201412,78750,Residential,40100900
201503,78660,Residential,7091800
201209,78750,Multi-Family,14131900
201206,78742,Residential,849700
201704,78737,Residential,6681900
201402,78758,Multi-Family,40688300
201309,78747,Residential,33118400
201805,78653,Multi-Family,265700
201303,78749,Multi-Family,14570700
201605,78737,Residential,6197100
201510,78757,Residential,45253500
201311,78748,Residential,60604100
201705,78705,Multi-Family,38186100
201511,78758,Irrigation - Multi-Family,3732400
201804,78717,Irrigation - Residential,13800
201304,78756,Irrigation - Multi-Family,58300
201207,78703,Irrigation - Multi-Family,885800
201807,78753,Irrigation - Residential,6500
201210,78753,Irrigation - Multi-Family,5117800
201404,78705,Multi-Family,34193900
201711,78736,Irrigation - Multi-Family,671400
201803,78737,Irrigation - Residential,2800
201803,78705,Residential,7594400
201507,78737,Residential,8270900
201802,78754,Residential,18526700
201711,78758,Irrigation - Multi-Family,3714900
201801,78753,Irrigation - Residential,6300
201804,78746,Irrigation - Multi-Family,348900
201801,78758,Multi-Family,51439900
201808,78750,Residential,89538800
201509,78653,Residential,1512900
201801,78660,Residential,9349300
201207,78703,Multi-Family,13722700
201802,78728,Irrigation - Multi-Family,632900
201204,78756,Multi-Family,5585300
201801,78757,Multi-Family,14110200
201407,78748,Residential,81750300
201712,78721,Residential,11359600
201202,78702,Residential,23864100
201601,78702,Residential,24834500
201801,78726,Irrigation - Multi-Family,1923200
201703,78747,Residential,21711400
201303,78742,Multi-Family,289500
201612,78757,Irrigation - Multi-Family,307500
201711,78759,Irrigation - Multi-Family,1267300
201807,78745,Multi-Family,34041400
201303,78750,Residential,48771200
201805,78725,Irrigation - Residential,0
201403,78731,Residential,44034900
201210,78730,Multi-Family,5404100
201512,78753,Multi-Family,55517600
201503,78737,Residential,4764100
201712,78731,Irrigation - Multi-Family,771200
201705,78754,Residential,23805000
201705,78737,Residential,8908900
201707,78731,Multi-Family,17287400
201710,78752,Residential,11570900
201612,78731,Residential,48879700
201711,78741,Irrigation - Multi-Family,3456100
201712,78702,Residential,23183900
201412,78758,Multi-Family,46175300
201703,78752,Irrigation - Multi-Family,62300
201705,78750,Irrigation - Multi-Family,1408900
201203,78750,Residential,39678800
201609,78749,Irrigation - Multi-Family,5855600
201208,78754,Multi-Family,17696100
201203,78702,Multi-Family,9070700
201710,78752,Multi-Family,16560700
201809,78753,Irrigation - Multi-Family,7007000
201804,78726,Residential,16541000
201306,78701,Multi-Family,13968100
201612,78705,Residential,8467300
201412,78701,Irrigation - Multi-Family,370400
201205,78703,Multi-Family,13314200
201507,78742,Residential,736400
201708,78750,Residential,80766800
201705,78703,Residential,57213500
201801,78702,Irrigation - Residential,700
201311,78750,Irrigation - Multi-Family,1018900
201804,78758,Irrigation - Multi-Family,2400600
201708,78754,Irrigation - Multi-Family,3870400
201406,78703,Irrigation - Multi-Family,433200
201211,78749,Residential,74996900
201803,78745,Residential,55978800
201306,78745,Residential,83108600
201710,78746,Irrigation - Multi-Family,909700
201509,78660,Residential,10243400
201402,78756,Residential,9291000
201701,78730,Multi-Family,5385900
201804,78703,Residential,50800600
201806,78617,Irrigation - Residential,12600
201603,78739,Residential,32390500
201710,78613,Multi-Family,3128100
201601,78744,Multi-Family,28601600
201803,78704,Residential,37406900
201804,78758,Residential,37404700
201710,78660,Residential,9295700
201809,78744,Irrigation - Multi-Family,7612200
201403,78754,Irrigation - Multi-Family,1368700
201609,78749,Multi-Family,18417900
201310,78721,Multi-Family,4618300
201504,78703,Irrigation - Multi-Family,404800
201711,78653,Multi-Family,182600
201709,78745,Irrigation - Multi-Family,7084400
201612,78744,Multi-Family,30295400
201402,78653,Residential,791800
201604,78703,Residential,42934300
201202,78703,Multi-Family,11063200
201602,78736,Residential,9916700
201302,78751,Multi-Family,12268300
201507,78758,Multi-Family,52719500
201612,78758,Multi-Family,50529000
201605,78750,Irrigation - Multi-Family,734000
201703,78702,Residential,23255600
201206,78748,Multi-Family,15880100
201602,78753,Residential,35662800
201608,78736,Residential,22180600
201707,78744,Residential,56402400
201711,78660,Irrigation - Multi-Family,2687900
201801,78741,Residential,16706400
201807,78745,Residential,81121900
201211,78617,Residential,20661700
201701,78704,Residential,39761600
201408,78703,Residential,67536800
201407,78748,Multi-Family,19839000
201612,78617,Residential,18740900
201306,78702,Multi-Family,9554000
201705,78745,Residential,70253200
201611,78653,Multi-Family,152100
201203,78749,Irrigation - Multi-Family,3696400
201804,78730,Irrigation - Residential,95200
201410,78617,Multi-Family,3720500
201404,78723,Residential,32261300
201804,78704,Residential,45330000
201406,78749,Irrigation - Multi-Family,5618800
201704,78750,Multi-Family,12227300
201610,78753,Irrigation - Multi-Family,5735800
201308,78753,Residential,55263900
201309,78753,Residential,54895100
201508,78752,Multi-Family,17505600
201806,78745,Irrigation - Residential,76800
201506,78750,Residential,45677000
201706,78742,Residential,746100
201410,78724,Residential,18822600
201710,78731,Irrigation - Residential,744000
201303,78731,Multi-Family,17112000
201405,78701,Irrigation - Multi-Family,557900
201402,78753,Multi-Family,45962300
201411,78751,Multi-Family,13023300
201805,78703,Irrigation - Multi-Family,583600
201604,78701,Irrigation - Multi-Family,919400
201708,78751,Irrigation - Multi-Family,1296400
201305,78660,Residential,8471500
201704,78756,Irrigation - Multi-Family,285000
201807,78733,Residential,102000
201205,78749,Multi-Family,15375600
201307,78745,Multi-Family,32801600
201507,78753,Irrigation - Multi-Family,3665800
201708,78730,Irrigation - Multi-Family,2045200
201408,78753,Multi-Family,56806900
201801,78751,Irrigation - Residential,55200
201808,78742,Residential,722700
201802,78741,Residential,17427500
201407,78745,Multi-Family,31713600
201704,78726,Residential,15375600
201607,78741,Multi-Family,77545700
201301,78712,Residential,0
201207,78757,Multi-Family,16130500
201406,78653,Residential,1108800
201808,78723,Residential,44580700
201208,78756,Multi-Family,5956800
201412,78721,Multi-Family,4678900
201805,78758,Irrigation - Residential,89700
201807,78701,Irrigation - Multi-Family,774100
201712,78722,Residential,7639900
201305,78722,Residential,9901300
201609,78731,Multi-Family,19572300
201512,78757,Irrigation - Multi-Family,429400
201312,78750,Multi-Family,12743800
201304,78748,Multi-Family,15920600
201711,78741,Residential,16480200
201803,78754,Irrigation - Multi-Family,1469600
201605,78722,Residential,6902500
201809,78702,Multi-Family,13994500
201406,78745,Irrigation - Multi-Family,3508400
201405,78712,Residential,0
201611,78721,Multi-Family,4572300
201704,78751,Multi-Family,12728800
201609,78731,Residential,69850900
201612,78757,Multi-Family,12763600
201312,78745,Multi-Family,29845500
201607,78752,Residential,13926200
201711,78701,Multi-Family,16129100
201401,78737,Residential,5628800
201808,78741,Residential,21849500
201610,78748,Residential,70325100
201805,78705,Irrigation - Multi-Family,535000
201512,78731,Multi-Family,17515600
201710,78725,Residential,2793900
201404,78722,Residential,8224300
201711,78727,Irrigation - Multi-Family,4849300
201205,78759,Residential,90237500
201511,78704,Residential,40493600
201809,78724,Multi-Family,13480800
201609,78759,Irrigation - Multi-Family,2090500
201212,78721,Multi-Family,3920300
201709,78660,Multi-Family,5109900
201504,78745,Residential,65269400
201309,78757,Residential,59594800
201410,78754,Multi-Family,16507200
201803,78728,Irrigation - Residential,3800
201306,78702,Residential,28317000
201406,78753,Irrigation - Multi-Family,3862500
201605,78705,Multi-Family,38979600
201611,78739,Residential,50984400
201808,78725,Multi-Family,188400
201805,78660,Residential,11601600
201803,78653,Multi-Family,167300
201203,78748,Multi-Family,13929700
201501,78736,Residential,9898800
201407,78759,Multi-Family,40194100
201707,78742,Multi-Family,284900
201202,78753,Multi-Family,43634400
201609,78759,Multi-Family,40522600
201712,78613,Irrigation - Multi-Family,909200
201803,78726,Irrigation - Multi-Family,1930100
201510,78758,Irrigation - Multi-Family,5213100
201603,78748,Residential,60594000
201603,78731,Residential,50614300
201210,78737,Residential,7928900
201412,78742,Multi-Family,312200
201709,78758,Residential,40974100
201511,78754,Residential,19235100
201807,78758,Multi-Family,47259300
201209,78653,Residential,1402400
201702,78757,Irrigation - Multi-Family,129700
201204,78754,Irrigation - Multi-Family,1253400
201401,78726,Residential,13564000
201806,78722,Irrigation - Multi-Family,131200
201801,78728,Irrigation - Residential,2700
201710,78751,Residential,16553000
201206,78617,Multi-Family,3614600
201801,78723,Irrigation - Multi-Family,172700
201705,78728,Residential,5915600
201504,78736,Residential,10333200
201605,78752,Multi-Family,16235400
201209,78756,Multi-Family,6036600
201604,78705,Residential,8753200
201605,78752,Residential,11010400
201506,78751,Residential,13357900
201211,78754,Multi-Family,16816800
201605,78757,Residential,26524400
201802,78753,Residential,32512500
201503,78730,Irrigation - Multi-Family,439500
201701,78736,Multi-Family,2615600
201209,78759,Residential,125589400
201804,78703,Multi-Family,12955100
201803,78751,Irrigation - Residential,25900
201806,78758,Residential,43237900
201705,78736,Residential,14206600
201807,78721,Residential,13807900
201710,78725,Irrigation - Residential,0
201612,78749,Residential,48328700
201711,78652,Residential,3663100
201711,78747,Irrigation - Residential,16800
201403,78745,Residential,63260300
201808,78660,Irrigation - Residential,28800
201806,78721,Irrigation - Residential,9200
